City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,timimoun,29.2639,0.231,309.48,9,0,2.56,DZ,1690423722
297,tocopilla,-22.092,-70.1979,290.53,75,36,2.22,CL,1690423722
298,happy valley-goose bay,53.3168,-60.3315,290.18,66,20,1.8,CA,1690423722
299,fossombrone,43.6908,12.8127,293.36,80,20,1.41,IT,1690423722
300,broken hill,-31.95,141.4333,292.2,33,3,9.2,AU,1690423722
301,yamada,39.4667,141.95,302.85,61,17,1.64,JP,1690423722
302,carauari,-4.8828,-66.8958,298.74,67,75,0.95,BR,1690423723
303,darnah,32.767,22.6367,302.89,48,0,6.86,LY,1690423723
304,al markaz,25.4,49.7333,304.61,35,98,1.44,SA,1690423723
305,kalengwa,-13.4659,25.0027,284.75,63,0,2.07,ZM,1690423723
306,midvagur,62.0511,-7.1939,281.61,81,100,4.12,FO,1690423724
307,island harbour,50.724,-1.2758,290.89,95,100,5.81,GB,1690423724
308,tazacorte,28.629,-17.9293,295.69,81,75,4.63,ES,1690423523
309,iskateley,67.6803,53.1512,290.56,71,99,1.68,RU,1690423541
310,palikir - national government center,6.9248,158.1611,303.62,70,75,2.57,FM,1690423724
311,hithadhoo,-0.6,73.0833,301.47,78,31,7.31,MV,1690423725
312,kil bhuvanagiri,11.4667,79.6333,300.25,72,97,4.26,IN,1690423725
313,borzna,51.2546,32.4269,289.82,96,56,2.64,UA,1690423725
314,yerofey pavlovich,53.9667,121.9667,298.37,53,100,3.55,RU,1690423725
315,najran,17.4924,44.1277,301.86,16,99,2.85,SA,1690423725
316,lompoc,34.6391,-120.4579,297.23,83,100,5.81,US,1690423725
317,melekeok village,7.4957,134.6367,298.46,94,100,7.2,PW,1690423725
318,fale old settlement,-9.3852,-171.2468,301.65,73,29,7.95,TK,1690423726
319,mount isa,-20.7333,139.5,298.02,53,9,6.17,AU,1690423726
320,la'ie,21.6477,-157.9253,304.13,74,20,7.43,US,1690423726
321,kyren,51.6828,102.1408,291.2,81,64,0.81,RU,1690423726
322,reggane,26.7158,0.1714,311.48,14,32,1.63,DZ,1690423726
323,tubmanburg,6.8708,-10.8172,295.61,99,62,0.5,LR,1690423727
324,wanxian,30.8039,108.3897,302.62,78,100,2.42,CN,1690423727
325,sanming,26.2486,117.6186,301.87,73,91,4.82,CN,1690423727
326,sunrise manor,36.2111,-115.0731,316.88,11,0,8.75,US,1690423478
327,gornopravdinsk,60.05,69.9,290.4,89,45,2.32,RU,1690423727
328,port pirie,-33.1833,138.0167,292.47,44,98,6.7,AU,1690423727
329,bangor,54.6534,-5.669,289.31,98,100,1.03,GB,1690423650
330,ibanda,-2.7974,32.4746,289.04,50,68,2.67,TZ,1690423728
331,wurtulla,-26.7568,153.1256,294.3,63,94,2.24,AU,1690423728
332,khandyga,62.6667,135.6,295.25,30,0,5.46,RU,1690423728
333,puerto aysen,-45.4,-72.7,276.22,98,100,0.2,CL,1690423728
334,letlhakeng,-24.0944,25.0298,285.0,67,5,4.04,BW,1690423728
335,saint-philippe,-21.3585,55.7679,292.92,82,55,4.84,RE,1690423729
336,lodwar,3.1191,35.5973,300.5,42,87,4.87,KE,1690423729
337,lazaro cardenas,17.9583,-102.2,301.53,75,61,2.39,MX,1690423526
338,lycksele,64.5954,18.6735,285.08,94,75,0.0,SE,1690423729
339,hilton head island,32.2163,-80.7526,302.03,82,0,0.0,US,1690423515
340,merowe,18.4833,31.8167,305.66,38,78,7.41,SD,1690423729
341,wewak,-3.5534,143.6268,302.33,70,45,1.77,PG,1690423729
342,usinsk,65.9939,57.5281,289.56,85,62,1.9,RU,1690423729
343,bikenibeu village,1.3673,173.1241,304.13,70,40,3.09,KI,1690423730
344,zalingei,12.9096,23.4741,295.56,83,100,2.17,SD,1690423730
345,wenling,28.3669,121.36,297.77,92,100,4.44,CN,1690423693
346,juneau,58.3019,-134.4197,290.15,100,75,3.6,US,1690423715
347,rio grande,-32.035,-52.0986,285.34,87,2,6.9,BR,1690423730
348,makokou,0.5738,12.8642,294.13,96,73,1.4,GA,1690423730
349,prince rupert,54.3161,-130.3201,289.52,72,85,2.07,CA,1690423730
350,uttar char fasson,22.2332,90.7132,301.99,82,100,7.48,BD,1690423731
351,nantucket,41.2835,-70.0995,297.59,96,5,6.52,US,1690423515
352,dudinka,69.4058,86.1778,299.05,60,67,1.75,RU,1690423731
353,rensselaer,42.7168,-73.4829,296.84,78,100,3.38,US,1690423731
354,zhicheng,30.2956,111.5047,302.25,76,100,2.18,CN,1690423731
355,lautoka,-17.6167,177.4667,295.07,88,100,2.57,FJ,1690423709
356,mettingen,52.3167,7.7833,288.02,77,100,3.47,DE,1690423732
357,lijiang,26.8688,100.2207,291.78,81,100,1.69,CN,1690423732
358,sinop,41.7711,34.8709,295.76,41,0,5.26,TR,1690423732
359,agat village,13.3886,144.6585,300.67,90,0,4.12,GU,1690423732
360,coahuayana de hidalgo,18.7,-103.6583,300.8,81,74,1.05,MX,1690423732
